System,Title,FW,LTD,Publisher,Release Date
NDS,Touch de Cinch! Pachi-Slot Declaration: Rio de Carnival,4.715,9.696,Tecmo,8/9/2005
NDS,Touch de Tanoshimu Hyakunin Isshu: DS Shigureden,14.314,78.277,Nintendo,14/12/2006
NDS,Touch Detective 2 1/2,3.624,9.361,Success,24/05/2007
3DS,Touch Detective: Nameko Shigeru,26.339,61.16,Success,28/02/2013
3DS,Touch Detective: Ozawa Rina Rising 3 - Nameko wa Banana no Yume o Miru ka?,6.656,6.656,Success,1/5/2014
PSV,Touch My Katamari,,37.973,Bandai Namco,17/12/2011
NDS,Touch! Bomberman Land,9.044,43.847,Hudson,20/07/2006
NDS,Touch! Bomberman Land 2,3.038,3.038,Hudson,19/07/2007
NDS,Touch! Bomberman Land 2 [All Versions],3.038,9.779,Hudson,19/07/2007
NDS,Touch! Bomberman Land 2 [Hudson the Best],,6.741,Hudson,4/3/2010
PS3,"Touch, Shot! Love Application",10.517,15.744,Compile Heart,23/02/2012
PS2,Toucha Gettan: Tomb of King Koufuu,3.2,6.034,Kadokawa Shoten,1/10/2009
PS2,Touge 3,18.838,42.036,Atlus,11/10/2001
PS1,Touge Max 2,38.051,86.61,Atlus,17/09/1998
PS1,Touge Max G,14.188,36.454,Atlus,13/01/2000
PS1,Touge Max: Saisoku Driver Master,36.343,149.018,Atlus,24/01/1997
XBX,Touge R,2.486,2.486,Atlus,12/12/2002
SAT,Touge: King 2 the Spirits,12.631,12.631,Atlus,18/04/1997
SAT,Touge: King the Spirits,50.549,91.586,Atlus,10/11/1995
PS2,Tough Dark Fight,1.425,1.425,Konami,1/12/2005
SWI,Touhou Genso Wanderer,1.896,1.896,Unties,19/07/2018
PS4,Touhou Shinhiroku: Urban Legend in Limbo.,4.573,4.573,Mediascape,8/12/2016
PSV,Toukiden 2,64.169,118.096,Koei Tecmo,28/07/2016
PS4,Toukiden 2,55.771,105.812,Koei Tecmo,28/07/2016
PS3,Toukiden 2,7.235,9.402,Koei Tecmo,28/07/2016
PS4,Toukiden: Kiwami,5.401,5.401,Koei Tecmo,23/04/2015
PSV,Toukiden: Kiwami,100.073,161.059,Koei Tecmo,28/08/2014
PSP,Toukiden: Kiwami,13.518,33.503,Koei Tecmo,28/08/2014
PSV,Toukiden: The Age of Demons,127.744,248.923,Koei Tecmo,27/06/2013
PSP,Toukiden: The Age of Demons,70.268,158.233,Koei Tecmo,27/06/2013
PS2,Tourist Trophy,59.366,113.775,SCE,2/2/2006
3DS,Toushin Toshi,22.423,31.271,Image Epoch,30/01/2014
SFC,Tower Dream,11.608,19.754,ASCII,25/10/1996
NDS,Toy Story 3,,19.734,Disney Interactive Studios,8/7/2010
PS1,Toyomaru Club Vol.1: CR Nanashi,4.338,4.338,Toyotec,13/09/2001
GB,Trade & Battle: Card Hero,69.481,162.157,Nintendo,21/02/2000
PS2,Train Simulator: Keisei - Toei-Asakusa - Keikyu-Sen,2.658,2.658,Ongakukan,25/08/2005
PS2,Transformers,4.353,4.353,Takara,30/10/2003
PS3,Transformers: The Game,3.6,3.6,Activision,7/2/2008
PS2,Transformers: The Game,2.1,2.1,Activision,7/2/2008
WII,Trauma Center: New Blood,3.1,3.1,Atlus,17/01/2008
WII,Trauma Center: Second Opinion,3.82,23.409,Atlus,2/12/2006
NDS,Trauma Center: Under the Knife,5.51,12.428,Atlus,16/06/2005
NDS,Trauma Center: Under the Knife 2,5.5,5.5,Atlus,7/8/2008
WII,Trauma Team,7.568,13.651,Atlus,17/06/2010
NDS,Treasure Gaust: Gaust Diver Crimson Red / Deep Blue,9.835,45.26,Bandai Namco,5/7/2007
SFC,Treasure Hunter G,75.557,153.199,Square,24/05/1996
NDS,Treasure Report: Kikai Jikake no Isan,14.998,40.594,Bandai Namco,26/05/2011
DC,Treasure Strike,4.869,4.869,SEGA,17/02/2000
PS4,Trials Fusion,3.039,3.039,Ubisoft,29/05/2014
XBX,Triangle Again,2.169,3.028,KiKi,27/06/2002
NDS,Trick DS-han: Kakushi Kami no Sumukan,6.174,14.576,Konami,13/05/2010
PSP,Trick x Logic: Season 1,11.288,33.611,SCE,22/07/2010
PSP,Trick x Logic: Season 2,7.884,17.593,SCE,16/09/2010
PS1,Tricky Sliders,7.585,7.585,Capcom,4/2/1999
DC,Tricolore Crise,7.485,7.485,Victor Interactive Software,9/11/2000
DC,Trigger Heart Excelica,12.881,17.219,Warashi,22/02/2007
PS2,Trigger Heart Excelica: Enhanced,9.428,13.743,Alchemist,26/03/2009
DC,Trigger Out,6.327,6.327,SEGA,2/8/2001
PSV,Trillion: God of Destruction,16.687,34.079,Compile Heart,23/07/2015
PS3,Trinity Universe,13.415,24.128,Idea Factory,1/10/2009
PS3,Trinity: Souls of Zill O'll,18.808,46.72,Koei Tecmo,25/11/2010
360,Triple Pack: Xbox Live Arcade Compilation,1.41,3.157,Microsoft,19/05/2011
DC,Trizeal,2.112,2.112,Triangle Service,7/4/2005
360,Tropico 3,4.43,9.644,Russell,20/05/2010
360,Tropico 3 [All Versions],4.43,13.197,Russell,20/05/2010
360,Tropico 3 [Platinum Collection],1.516,3.553,Russell,4/8/2011
360,Tropico 4,2.308,4.326,Russell,26/01/2012
PS4,Tropico 5,8.37,27.54,Square Enix,23/04/2015
PS4,Tropico 5: Complete Collection,2.398,2.398,Square Enix,5/10/2017
PS2,Trouble Fortune Company: Happy Cure,1.25,1.25,Primavera,25/01/2007
PS2,True Crime: New York City,22.212,76.413,Spike,27/07/2006
PS2,True Crime: Streets of LA,16.173,32.566,Capcom,28/10/2004
PS2,True Fortune,3.9,3.9,Enterbrain,25/09/2008
PS1,True Love Story,49.131,49.131,ASCII,13/12/1996
PS1,True Love Story 2,44.982,65.506,ASCII,21/01/1999
PS2,True Love Story 3,22.056,43.249,Enterbrain,5/4/2001
PS1,True Love Story f,15.266,15.266,ASCII,25/11/1999
PS1,True Love Story: Remember My Heart,47.398,47.398,ASCII,11/12/1997
PS2,True Love Story: Summer Days and Yet…,14.095,14.095,Enterbrain,24/07/2003
PS2,True Tears,1.4,1.4,Sweets,7/8/2008
NDS,True ZZZng Golf,5.023,19.369,Nintendo,10/11/2005
NDS,Tsubasa Chronicle,2.803,2.803,Arika,27/10/2005
PSP,Tsugi no Giseisha o Oshirase Shimasu: Houkaisuru Sekai ni Shinigami to,,3.051,Boost On,9/2/2012
PSP,Tsugi no Giseisha o Oshirase Shimasu: Kimi to Ko no Hateru Kotonai Kurayami o,,4.489,Boost On,6/10/2011
PS2,Tsugunai: Atonement,6.261,6.261,SCE,22/02/2001
PSV,Tsuihou Senkyo,3.712,3.712,Nippon Ichi Software,27/04/2017
PSV,Tsukei Gakuen: Kou,3.67,6.583,Arc System Works,10/10/2013
PSV,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,5.137,5.137,Dramatic Create,26/11/2015
PS2,Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary,10.64,18.403,Alchemist,7/10/2004
DC,Tsuki wa Higashi ni Ha wa Nishi na: Operation Sanctuary,5.381,5.381,Alchemist,24/06/2004
PS2,Tsuki wa Kirisaku: Tantei Sagara Kyoichiro,2.738,2.738,Idea Factory,24/02/2005
PSP,Tsukikage no Kusari: Sakuran Paranoia,2.285,3.108,Takuyo,18/04/2013
PS2,Tsukiyo ni Saraba,5.919,15.244,Taito,24/02/2005
PSP,Tsuku Monogatari,12.855,19.326,FuRyu,27/01/2011
PSV,"Tsumigui: Sen no Noroi, Sen no Inori for V",1.674,1.674,Dramatic Create,29/06/2017
PSV,Tsurugi no Machi no Ihoujin: Kuro no Oukyuu,11.688,16.918,Experience,22/01/2015
360,Tsurugi no Machi no Ihoujin: Shiro no Oukyuu,4.045,4.045,Experience,5/6/2014
PSP,Tsuyo Kiss 2 Gakki Portable,,7.009,Net Revolution,28/10/2010
PS2,Tsuyo Kiss 2 Gakki: ZZZft Love,8.818,14.007,Revolution,30/07/2009
PSP,Tsuyo Kiss 3 Gakki Portable,3.25,6.369,Net Revolution,31/05/2012
PS2,Tsuyo Kiss: Mighty Heart,22.654,33.233,Princess Soft,25/05/2006
PS3,Tumble,,3.751,SCE,17/02/2011
360,Turok,3.112,6.402,Touchstone,10/4/2008
PS3,Turok,4.3,4.3,Disney Interactive Studios,29/05/2008
N64,Turok 2: Seeds of Evil,13.683,13.683,Media Factory,18/06/1999
N64,Turok: Dinosaur Hunter,12.365,20.917,Acclaim Japan,30/05/1997
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,8.639,8.639,Bandai Namco,23/04/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,14.957,17.389,Bandai Namco,25/06/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,12.801,12.801,Bandai Namco,23/07/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,12.172,14.501,Bandai Namco,27/08/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,10.405,10.405,Bandai Namco,25/09/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,10.621,10.621,Bandai Namco,26/11/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,10.659,10.659,Bandai Namco,23/12/2015
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,10.227,10.227,Bandai Namco,28/01/2016
PS3,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,9.723,9.723,Bandai Namco,25/02/2016
NDS,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,11.01,36.106,Hudson,22/07/2010
PS2,TVDJ,6.984,6.984,SCE,29/06/2000
PSP,Twelve: Sengoku Fengshenden,9.597,22.86,Konami,25/08/2005
NDS,Twilight Syndrome: Forbidden Urban Legend,7.303,20.941,Spike,24/07/2008
PS1,Twilight Syndrome: Kyuumeihen,19.896,19.896,Human,19/07/1996
PS1,Twilight Syndrome: Omen Tansakuhen,16.658,32.356,Human,1/3/1996
PS1,Twilight Syndrome: Saikai,10.923,10.923,Spike,27/07/2000
PS1,Twilight Syndrome: Special,6.537,6.537,Human,2/7/1998
FC,TwinBee,,1.200.000,Konami,7/1/1986
PSP,TwinBee Portable,3.421,3.421,Konami,25/01/2007
PS1,TwinBee RPG,17.272,17.272,Konami,2/4/1998
PS1,TwinBee Taisen Puzzle Dama,33.755,38.007,Konami,9/12/1994
PSP,Twinkle Crusaders GoGo!,14.402,20.047,ASCII Media Works,30/09/2010
PS2,Twinkle Star Sprites: La Petite Princesse,5.109,5.109,SNK,28/07/2005
PS3,Two Worlds II,24.603,44.25,Ubisoft,17/02/2011
360,Two Worlds II,8.53,11.876,Ubisoft,17/02/2011
NDS,U-Can Pen Ji Training DS,,31.127,SEGA,25/09/2008
NDS,Uchi no San Shimai DS,6.915,25.526,Culture Brain,25/12/2008
NDS,Uchi no San Shimai DS 2: 3 Shimai no Dekake Daisakusen,2.5,41.567,Culture Brain,12/11/2009
NDS,Uchi no San Shimai no Karaoke Utagassen & Party Game,,10.84,Culture Brain,9/12/2010
PS2,Uchuu Keiji Tamashii: The Space Sheriff Spirits,10.122,10.122,Bandai Namco,25/05/2006
PS2,Uchuu no Stellvia,14.923,24.676,Bandai,22/01/2004
PS4,UEFA EURO 2016: Winning Eleven 2016,4.715,22.843,Konami,21/04/2016
PS3,UEFA EURO 2016: Winning Eleven 2016,2.86,2.86,Konami,21/04/2016
GBA,Ueki no Housoku: Shinki Sakuretsu! Nouryokumono Battle,,8.499,Banpresto,2/3/2006
PS3,UFC 2009 Undisputed,7.709,15.754,Yuke's,15/10/2009
360,UFC 2009 Undisputed,1.304,1.304,Yuke's,15/10/2009
PS3,UFC 2010 Undisputed,7.723,17.626,Yuke's,9/9/2010
PS3,UFC Undisputed 3,6.206,12.806,Konami,1/3/2012
PS1,UFO: A Day in the Life,23.469,50.19,ASCII,24/06/1999
PS1,Uki Uki Tsuri Tengoku: Ningyo Densetsu no Nazo,8.125,8.125,Teichiku Records,11/9/1997
PSV,Ukiyo no Roushi,6.174,6.174,Spike Chunsoft,11/2/2015
PS3,Ukiyo no Shishi,6.28,8.362,Spike Chunsoft,29/01/2015
NDS,Ukkari o Nakusou! Bunshou Yomi Training YomiTore,18.328,93.026,Benesse Corporation,28/06/2007
DC,Ultimate Fighting Championship,15.112,28.81,Capcom,25/01/2001
PS1,Ultimate Fighting Championship,10.704,15.649,Capcom,25/01/2001
XBX,Ultimate Fighting Championship: Tapout,4.071,7.951,Capcom,18/04/2002
PS2,Ultimate Fighting Championship: Tapout 2,8.896,19.021,Capcom,1/8/2002
PSP,Ultimate Ghosts 'n Goblins,22.101,45.81,Capcom,3/8/2006
PSP,Ultimate Ghosts 'n Goblins: Kai,4.543,17.062,Capcom,2/8/2007
PS3,Ultimate Marvel Vs. Capcom 3,19.126,44.553,Capcom,17/11/2011
PSV,Ultimate Marvel Vs. Capcom 3,,20.041,Capcom,17/12/2011
360,Ultimate Marvel Vs. Capcom 3,3.148,4.962,Capcom,17/11/2011
PS4,Ultimate Marvel vs. Capcom 3,2.939,2.939,Capcom,9/3/2017
SWI,Ultra Street Fighter II: The Final Challengers,16.781,28.937,Capcom,25/05/2017
360,Ultra Street Fighter IV,2.813,2.813,Capcom,7/8/2014
PS3,Ultra Street Fighter IV,45.66,78.848,Capcom,7/8/2014
PS2,Ultraman,25.237,69.346,Bandai,20/05/2004
PS2,Ultraman Nexus,4.056,4.056,Bandai,26/05/2005
PSP,Ultraman Star Chronicles,6.183,13.473,Bandai Namco,7/3/2013
PS1,Ultraman Tiga & Ultraman Dyna: New Generations,6.359,6.359,Bandai,16/07/1998
PS1,Ultraman: Fighting Evolution,19.491,19.491,Banpresto,19/02/1998
PSP,Ultraman: Fighting Evolution 0,5.904,8.577,Banpresto,20/07/2006
PS2,Ultraman: Fighting Evolution 2,39.674,86.18,Banpresto,31/10/2002
PS2,Ultraman: Fighting Evolution 3,13.261,51.217,Banpresto,2/12/2004
PS2,Ultraman: Fighting Evolution 3 [All Versions],13.261,54.302,Banpresto,2/12/2004
PS2,Ultraman: Fighting Evolution 3 [Banpresto Best],3.085,3.085,Banpresto,19/07/2007
PS2,Ultraman: Fighting Evolution Rebirth,25.957,45.942,Banpresto,27/10/2005
PS1,Um Jammer Lammy,181.904,406.376,SCE,18/03/1999
PS4,Umbrella Corps,11.622,24.433,Capcom,23/06/2016
PSP,Umihara Kawase Portable,4,4,Marvelous Entertainment,27/03/2008
PS1,Umihara Kawase Shun,13.954,13.954,Xing Entertainment,28/02/1997
NDS,Umihara Kawase Shun: Second Edition Complete,7.019,11.41,Genterprise,29/10/2009
PSP,Umineko no Naku Koro ni Portable 1,,8.705,Alchemist,20/10/2011
PSP,Umineko no Naku Koro ni Portable 2,,6.642,Alchemist,17/11/2011
PS3,Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,,12.615,Alchemist,15/12/2011
PS3,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,15.858,32.729,Alchemist,16/12/2010
PSP,UnchainBlades EXXiV,7.152,16.39,FuRyu,29/11/2012
3DS,UnchainBlades EXXiV,5.368,15.855,FuRyu,29/11/2012
PSP,UnchainBlades ReXX,20.603,38.031,FuRyu,14/07/2011
3DS,UnchainBlades ReXX,5.805,12.7,FuRyu,14/07/2011
PS3,Uncharted 2: Among Thieves,55.063,108.65,SCE,15/10/2009
PS3,Uncharted 2: Among Thieves [All Versions],55.063,161.141,SCE,15/10/2009
PS3,Uncharted 2: Among Thieves [PlayStation 3 the Best],5.433,52.491,SCE,25/08/2011
PS3,Uncharted 3: Drake's Deception,122.552,183.73,SCE,2/11/2011
PS3,Uncharted 3: Drake's Deception [All Versions],122.552,189.37,SCE,2/11/2011
PS3,Uncharted 3: Drake's Deception [PlayStation 3 the Best],925,5.64,SCE,14/03/2013
PS4,Uncharted 4: A Thief's End,124.028,207.584,SCE,10/5/2016
PS3,Uncharted Dual Pack,1.6,4.312,SCE,18/02/2010
PS3,Uncharted: Drake's Fortune,16.914,59.315,SCE,6/12/2007
PS3,Uncharted: Drake's Fortune [All Versions],16.914,110.902,SCE,6/12/2007
PS3,Uncharted: Drake's Fortune [PlayStation 3 the Best],4.239,51.587,SCE,3/9/2009
PSV,Uncharted: Golden Abyss,43.042,100.558,SCE,17/12/2011
PSV,Uncharted: Golden Abyss [All Versions],43.042,102.388,SCE,17/12/2011
PSV,Uncharted: Golden Abyss [PlayStation Vita the Best],,1.83,SCE,10/10/2013
PS4,Uncharted: The Lost Legacy,21.275,31.283,SIE,14/09/2017
PS4,Uncharted: The Nathan Drake Collection,20.118,55.486,SCE,8/10/2015
PS4,Uncharted: The Nathan Drake Collection (Value Selection),1.52,1.52,SIE,21/11/2018
PS4,Uncharted: The Nathan Drake Collection [All Versions],20.118,57.006,SCE,8/10/2015
PSP,Undead Knights,18.168,43.364,Tecmo,15/10/2009
PSP,Undead Knights [All Versions],18.168,47.289,Tecmo,15/10/2009
PSP,Undead Knights [Koei Tecmo the Best],,3.925,Koei Tecmo,5/8/2010
DC,Under Defeat,7.127,7.127,G.Rev,23/03/2006
360,Under Defeat HD,2.126,3.547,G.Rev,23/02/2012
PS3,Under Defeat HD,,2.793,G.Rev,23/02/2012
PS3,Under Night In-Birth Exe:Late,10.934,20.983,Arc System Works,24/07/2014
PS4,Under Night In-Birth Exe:Latest,7.831,15.232,Arc System Works,20/07/2017
PS2,Under the Moon: Crescent,2.7,4.702,Dimple,25/06/2009
PS4,Undertale,2.652,40.25,8-abr.,16/08/2017
SWI,Undertale,5.29,31.446,8-abr.,14/09/2018
PSV,Undertale [PlayStation Store],,15.722,8-abr.,16/08/2017
PSP,Unending Bloody Call,4.408,6.99,BlueMoon,28/06/2012
PS2,Unison: Rebels of Rhythm & Dance,6.135,6.135,Tecmo,30/11/2000
PSV,Unit 13,8.489,24.161,SCE,8/3/2012
PS1,Universal Virtua Pachi-Slot: Hisshou Kouryakuhou,7.942,7.942,Map Japan,16/06/1995
PS2,Unlimited SaGa,190.614,438.413,Square,19/12/2002
NDS,Unou Kaiten Match-Bo Puzzle DS,1.475,1.475,Ertain,14/06/2007
NDS,Unou no Tatsujin: Hirameki Kosodate My Angel,6.739,30.122,Bandai Namco,7/9/2006
NDS,Unou Tanren Unotan DS: Shichida Shiki Otona no Shun Kan Training,1.064,1.064,Interchannel-Holon,22/02/2007
NDS,Unou Tanren Unotan DS: Shun Kang Game! Concentration,2.03,14.683,Interchannel,23/11/2005
NDS,Unou Tanren Unotan DS: Shun Kang Game! Judgment,2.103,11.559,Interchannel,23/11/2005
NDS,Unou Tanren Unotan DS: Shun Kang Game! Memory,2.23,14.994,Interchannel,23/11/2005
360,Unreal Tournament 3,3.794,6.124,Electronic Arts,18/09/2008
PS3,Unreal Tournament 3,1.9,1.9,Electronic Arts,18/09/2008
PS4,Until Dawn,17.852,65.559,SCE,27/08/2015
PS4,Until Dawn: Rush of Blood [PlayStation Store] [PlayStation VR],,19.151,SIE,13/10/2016
PSP,Untold Legends: Brotherhood of the Blade,,9.004,Konami,23/03/2006
PS3,Untold Legends: Dark Kingdom,6.595,12.949,Spike,22/02/2007
PSV,Uppers,7.218,8.905,Marvelous,14/06/2016
PS2,Uragiri wa Boku no Namae o Shitteiru: Tasogare ni Ochita Inori,2.915,4.947,Kadokawa Shoten,28/10/2010
PSP,Urakata Hakuoki,14.104,19.686,Idea Factory,27/06/2013
PSP,Urakata Hakuoki: Akatsuki no Shirabe,4.448,4.448,Idea Factory,7/8/2014
PS2,Urban Chaos: Riot Response,2.666,2.666,Spike,28/06/2007
PS2,Urban Reign,26.727,51.741,Namco,29/09/2005
PS2,Ururun Quest Renyuki,5.596,5.596,D3 Publisher,28/07/2005
NDS,Urusei Yatsura: Endless Summer,2.9,2.9,Marvelous Interactive,20/10/2005
PS2,Usagi: Yasei no Topai,7.938,14.888,DigiCube,27/06/2002
PS2,Usagi: Yasei no Topai - The Arcade,3.162,3.162,DigiCube,20/03/2003
NDS,Usavich: Game no Jikan,,6.775,Bandai Namco,8/12/2011
PSV,Uta Kumi 575,9.036,12.614,SEGA,23/01/2014
PSP,Uta no Prince-Sama,10.432,15.519,Broccoli,24/06/2010
PSP,Uta no Prince-Sama: All Star,61.661,118.874,Broccoli,7/3/2013
PSP,Uta no Prince-Sama: All Star After Secret,46.644,59.48,Broccoli,12/3/2015
PSP,Uta no Prince-Sama: Amazing Aria,6.562,9.661,Broccoli,23/12/2010
PSV,Uta no Prince-Sama: Amazing Aria & Sweet Serenade Love,14.352,14.352,Broccoli,19/10/2017
PSP,Uta no Prince-Sama: Debut,51.415,88.868,Broccoli,24/05/2012
PSP,Uta no Prince-Sama: Music,45.795,96.633,Broccoli,24/11/2011
PSP,Uta no Prince-Sama: Music 2,59.929,88.051,Broccoli,5/9/2013
PSV,Uta no Prince-Sama: Music 3,32.979,43.518,Broccoli,28/01/2016
PSP,Uta no Prince-Sama: Repeat,26.036,144.569,Broccoli,11/8/2011
PSV,Uta no Prince-Sama: Repeat Love,17.543,23.676,Broccoli,26/01/2017
PSP,Uta no Prince-Sama: Sweet Serenade,6.659,9.666,Broccoli,10/2/2011
NDS,Utacchi!!,1.5,12.201,Konami,25/02/2010
NDS,Utacchi!! [All Versions],1.5,21.583,Konami,25/02/2010
NDS,Utacchi!! [Best Selection],,9.382,Konami,25/11/2010
PSP,Utawarerumono Portable,23.157,38.654,Aqua Plus,28/05/2009
PS2,Utawarerumono: Chiriyuku Mono e-no Komori Uta,81.751,101.123,Aqua Plus,26/10/2006
PS4,Utawarerumono: Chiriyukusha e no Komoriuta,22.817,31.875,Aqua Plus,26/04/2018
PSV,Utawarerumono: Chiriyukusha e no Komoriuta,12.196,12.196,Aqua Plus,26/04/2018
PSV,Utawarerumono: Futari no Hakuoro,46.337,57.614,Aqua Plus,21/09/2016
PS4,Utawarerumono: Futari no Hakuoro,35.769,46.52,Aqua Plus,21/09/2016
PS3,Utawarerumono: Futari no Hakuoro,13.326,14.179,Aqua Plus,21/09/2016
PSV,Utawarerumono: Itsuwari no Kamen,26.902,49.862,Aqua Plus,24/09/2015
PS4,Utawarerumono: Itsuwari no Kamen,17.992,23.496,Aqua Plus,24/09/2015
PS3,Utawarerumono: Itsuwari no Kamen,11.787,11.787,Aqua Plus,24/09/2015
PS4,Utawarerumono: Zan,18.054,27.509,Aqua Plus,27/09/2018
PSV,Utsusemi no Meguri,2.466,2.644,Watatabi,27/07/2017
NDS,Uwasa no Midori-Kun!! 2 Futari no Midori!?,1.3,1.3,Idea Factory,21/08/2008
NDS,Uwasa no Midori-Kun!! Natsuiro Striker,3.085,3.085,Idea Factory,20/09/2007
PSV,VA-11 Hall-A,1.968,1.968,Playism,16/11/2017
PS1,Vagrant Story,159.842,303.795,Square,10/2/2000
PS1,Valentine's Love,8.044,8.044,Family Soft,31/07/1997
PSP,Valhalla Knights,14.089,67.966,Marvelous Interactive,31/08/2006
PSP,Valhalla Knights 2,34.562,89.004,Marvelous Entertainment,29/05/2008
PSP,Valhalla Knights 2: Battle Stance,13.588,33.271,Marvelous Entertainment,25/06/2009
PSV,Valhalla Knights 3,44.086,75.533,Marvelous AQL,23/05/2013
PSV,Valhalla Knights 3: Gold,13.093,28.207,Marvelous AQL,27/02/2014
WII,Valhalla Knights: Eldar Saga,4.677,11.613,Marvelous Entertainment,8/10/2009
PS3,Valkyria Chronicles,77.694,141.589,SEGA,24/04/2008
PS3,Valkyria Chronicles [All Versions],77.694,242.823,SEGA,24/04/2008
PS3,Valkyria Chronicles [PlayStation 3 the Best],4.7,95.667,SEGA,5/3/2009
PS3,Valkyria Chronicles [PlayStation 3 the Best] [Reprint],,5.567,SEGA,30/06/2011
PS4,Valkyria Chronicles 4,46.852,82.627,SEGA,22/03/2018
SWI,Valkyria Chronicles 4,5.036,5.036,SEGA,27/09/2018
PSP,Valkyria Chronicles II,101.282,153.487,SEGA,21/01/2010
PSP,Valkyria Chronicles II [All Versions],101.282,178.808,SEGA,21/01/2010
PSP,Valkyria Chronicles II [Sega the Best],,20.495,SEGA,9/12/2010
PSP,Valkyria Chronicles II [Sega the Best] [Reprint],,4.826,SEGA,23/11/2011
PSP,Valkyria Chronicles III,108.895,152.659,SEGA,27/01/2011
PSP,Valkyria Chronicles III [All Versions],108.895,170.582,SEGA,27/01/2011
PSP,Valkyria Chronicles III: Extra Edition,8.273,17.923,SEGA,23/11/2011
PS4,Valkyria Chronicles Remastered,22.261,44.083,SEGA,10/2/2016
PS4,Valkyria Chronicles Remastered [All Versions],22.261,47.314,SEGA,10/2/2016
PS4,Valkyria Chronicles Remastered [New Price Edition],3.231,3.231,SEGA,18/01/2018
PS4,Valkyria Revolution,40.47,66.92,SEGA,19/01/2017
PSV,Valkyria Revolution,20.439,35.807,SEGA,19/01/2017
PSV,Valkyrie Drive: Bhikkhuni,40.717,50.326,Marvelous,10/12/2015
PSV,Valkyrie Drive: Bhikkhuni - Bikini Party Edition,7.558,7.558,Marvelous,12/1/2017
PSV,Valkyrie Drive: Bhikkhuni [All Versions],40.717,57.884,Marvelous,10/12/2015
PS1,Valkyrie Profile,311.63,634.965,Enix,22/12/1999
PS1,Valkyrie Profile [All Versions],311.63,664.122,Enix,22/12/1999
PS1,Valkyrie Profile [PSOne Books],3.785,26.716,Square Enix,3/2/2005
PS1,Valkyrie Profile [Ultimate Hits],2.441,2.441,Square Enix,20/07/2006
PS2,Valkyrie Profile 2: Silmeria,302.867,401.687,Square Enix,22/06/2006
NDS,Valkyrie Profile: Covenant of the Plume,73.779,157.712,Square Enix,1/11/2008
PSP,Valkyrie Profile: Lenneth,73.529,168.515,Square Enix,2/3/2006
PSP,Valkyrie Profile: Lenneth [All Versions],73.529,203.604,Square Enix,2/3/2006
PSP,Valkyrie Profile: Lenneth [Ultimate Hits],,35.089,Square Enix,6/3/2008
PS1,Value 1500: The Shanghai,9.204,57.543,Sunsoft,2/5/2000
NDS,Vampire Knight DS,8.741,20.398,D3 Publisher,29/01/2009
PS2,Vampire Night,15.261,30.202,Namco,6/12/2001
PS2,Vampire Panic,4.491,4.491,Sammy,24/06/2004
360,Vampire Rain,3.895,5.623,AQ Interactive,25/01/2007
PS3,Vampire Rain: Altered Species,2.3,2.3,AQ Interactive,21/08/2008
SAT,Vampire Savior,98.445,164.395,Capcom,16/04/1998
PS2,Vampire: DarkStalkers Collection,14.784,31.113,Capcom,19/05/2005
PSV,Vamwolf Cross,2.915,2.915,D3 Publisher,23/07/2015
PS1,Vandal Hearts,74.477,155.525,Konami,25/10/1996
PS1,Vandal Hearts II,21.392,55.113,Konami,8/7/1999
PS3,Vanquish,51.705,119.705,SEGA,21/10/2010
360,Vanquish,11.798,24.286,SEGA,21/10/2010
PSP,Vantage Master Portable,11.952,22.097,Nihon Falcom,24/04/2008
PSV,Variable Barricade,3.993,3.993,Idea Factory,4/4/2019
PS4,Varnir of the Dragon Star: Ecdysis of the Dragon,8.377,12.901,Compile Heart,11/10/2018
NDS,Vehicle Kingdom DS: You Are Driving!,3.2,25.342,D3 Publisher,28/08/2008
PS1,Velldeselba Senki: Tsubasa no Kunshou,18.723,34.976,SCE,18/04/1997
360,Velvet Assassin,2.579,7.517,Ubisoft,17/09/2009
PSP,Venus & Braves: Majo no Megami to Horobi no Yogen,11.546,25.384,Bandai Namco,20/01/2011
PS2,Venus & Braves: Majo no Megami to Horobi no Yogen,57.32,95.668,Namco,13/02/2003
PS1,Vib-Ribbon,21.55,49.109,SCE,9/12/1999
SAT,Victory Goal: Worldwide Edition,29.694,29.694,SEGA,29/11/1996
PS1,Victory Spike,4.521,4.521,Imagineer,7/6/1996
